POSTING DATE,TRANSACTION DATE,TAG/PLATE NUMBER,AGENCY,DESCRIPTION,ENTRY TIME,ENTRY PLAZA,ENTRY LANE,EXIT TIME,EXIT PLAZA,EXIT LANE,VEHICLE TYPE CODE,AMOUNT,PREPAID,PLAN/RATE,FARE TYPE,BALANCE
08/25/2023,08/24/2023,02214781098,MTAB&T,TOLL,,-,-,15:54:43,MPB,004,-,($5.60),Y,BUSINESS,N,$2209.88
08/25/2023,08/24/2023,02214781099,NFBC,TOLL,,-,-,13:34:35,LQ,6,-,($5.00),Y,BUSINESS,N,$2215.48
08/25/2023,08/24/2023,02214781096,NJTP,TOLL,22:13:04,13 ,13E,22:32:54,9  ,12X,1,($3.15),Y,BUSINESS,N,$2220.48
08/25/2023,08/23/2023,X18NMX-NJ,NJTP,TOLL,,-,-,19:38:13,11 ,15w,1,($4.98),Y,BUSINESS,M,$2223.63
08/25/2023,08/25/2023,02214781095,GSP,TOLL,,-,-,00:58:27,LWN,01N,1,($0.70),Y,BUSINESS,N,$2228.61
08/24/2023,08/24/2023,02214781101,GSP,TOLL,,-,-,21:05:55,BRS,02S,1,($0.70),Y,BUSINESS,N,$2229.31
08/24/2023,07/30/2023,Z353601-NJ,GSP,TOLL,,-,-,10:46:03,LWS,02s,1,($0.70),Y,BUSINESS,N,$2230.01
08/24/2023,08/24/2023,02214781095,GSP,TOLL,,-,-,17:24:50,LWS,02S,1,($0.70),Y,BUSINESS,N,$2230.71
08/24/2023,08/24/2023,02214781101,GSP,TOLL,,-,-,17:52:33,BRN,04N,1,($0.70),Y,BUSINESS,N,$2231.41
08/24/2023,08/24/2023,02214781101,GSP,TOLL,,-,-,18:02:23,ASP,11N,1,($2.02),Y,BUSINESS,N,$2232.11
08/24/2023,07/30/2023,Z353601-NJ,GSP,TOLL,,-,-,10:09:03,RAS,15s,1,($2.02),Y,BUSINESS,N,$2234.13
08/24/2023,08/23/2023,02214781092,NYSTA,TOLL,,-,-,21:36:01,HA,02N,2L,($1.37),Y,BUSINESS,N,$2236.15
08/24/2023,08/24/2023,02214781105,GSP,TOLL,,-,-,14:47:34,BEN,01N,1,($0.70),Y,BUSINESS,N,$2237.52
08/24/2023,08/14/2023,Z353593-NJ,NYSTA,TOLL,,-,-,15:38:15,GIN,03S,2L,($1.24),Y,BUSINESS,N,$2238.22
08/24/2023,08/14/2023,Z353593-NJ,NYSTA,TOLL,,-,-,12:51:15,GIS,03N,2L,($1.24),Y,BUSINESS,N,$2239.46
08/24/2023,08/13/2023,Z353593-NJ,NYSTA,TOLL,16:44:18,46 ,99E,16:44:18,47 ,03W,2L,($0.94),Y,BUSINESS,N,$2240.70
08/24/2023,08/13/2023,Z353593-NJ,NYSTA,TOLL,16:35:42,45 ,99E,16:35:42,46 ,03W,2L,($0.67),Y,BUSINESS,N,$2241.64
08/24/2023,08/14/2023,Z353593-NJ,NYSTA,TOLL,17:02:32,44 ,12E,17:37:10,39 ,12E,2L,($3.35),Y,BUSINESS,N,$2242.31
08/24/2023,08/13/2023,Z353593-NJ,NYSTA,TOLL,16:10:19,42 ,02E,16:22:08,44 ,12W,2L,($1.16),Y,BUSINESS,N,$2245.66
08/24/2023,08/14/2023,Z353593-NJ,NYSTA,TOLL,15:57:00,50 ,03E,16:32:23,47 ,12E,2L,($2.43),Y,BUSINESS,N,$2246.82
08/24/2023,08/24/2023,02214781092,GSP,TOLL,,-,-,06:33:07,ESS,08S,1,($2.02),Y,BUSINESS,N,$2249.25
08/24/2023,08/24/2023,02214781092,GSP,TOLL,,-,-,06:18:32,PVK,06S,1,($2.02),Y,BUSINESS,N,$2251.27
08/24/2023,08/24/2023,02214781092,GSP,TOLL,,-,-,06:56:10,RAS,14S,1,($2.02),Y,BUSINESS,N,$2253.29
08/24/2023,08/24/2023,02214781092,GSP,TOLL,,-,-,07:30:16,BES,04S,1,($0.70),Y,BUSINESS,N,$2255.31
08/24/2023,08/23/2023,02214781099,DRJTBC,TOLL,00:00:00,-,-,21:22:45,DWG,01W,1,($1.25),Y,BUSINESS,N,$2256.01
08/23/2023,08/23/2023,02214781091,GSP,TOLL,,-,-,21:51:58,LWS,02S,1,($0.70),Y,BUSINESS,N,$2257.26
08/23/2023,07/28/2023,Z353593-NJ,GSP,TOLL,,-,-,15:44:06,ASP,10n,1,($2.02),Y,BUSINESS,N,$2257.96
08/23/2023,07/30/2023,Z353601-NJ,NJTP,TOLL,,-,-,09:59:09,11 ,13w,1,($6.64),Y,BUSINESS,M,$2259.98
08/23/2023,08/23/2023,02214781092,NJTP,TOLL,18:18:24,11 ,05E,18:49:38,18E,13X,1,($9.61),Y,BUSINESS,N,$2266.62
08/23/2023,08/23/2023,02214781092,GSP,TOLL,,-,-,19:05:39,BER,05N,1,($2.02),Y,BUSINESS,N,$2276.23
